StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,gender,age,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,look_after_health_1,checkup,smoker,environment_1,Q85_1,Q60_1,children,age_first_child_1,breastfeed_yesno,breastfeed_length_1,ideal_age_1,parents_dead,parent1_age_1,parent1_age_2,parent1_control_1,parent1_close_1,parent2_age_1,parent2_age_2,parent2_control_1,parent2_close_1,gp_dead,gp1_age_1,gp1_age_2,gp1_control_1,gp1_close_1,gp2_age_1,gp2_age_2,gp2_control_1,gp2_close_1,gp3_age_1,gp3_age_2,gp3_control_1,gp3_close_1,gp4_age_1,gp4_age_2,gp4_control_1,gp4_close_1,stress,subjective_SES_1,subjective_SES_2,subjective_SES_3,subjective_SES_4,subjective_SES_5,subjective_SES_6,subjective_SES_7,subjective_SES_8,subjective_SES_9,subjective_SES_10,income_1,household_1,attention_fruit,attention_smoker,attention_4_1,PROLIFIC_PID,prolific_id - Parent Topics,prolific_id - Topics
2020-12-30 19:58:49,2020-12-30 20:06:53,IP Address,86.146.31.242,100,484,True,2020-12-30 20:06:54,R_32VEwdBQNudSEoi,,,,,56.31280517578125,-3.140899658203125,anonymous,EN-GB,"Yes, I consent to participate.",5ecbe220d068807a5425c4de,Male,58,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,In 12 months,,62,Within the last 5 years,No,61,30,83,Yes,23,,,,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,57,10,0,Grandfather 2,52,10,0,Grandmother 1,65,72,30,Grandmother 2,76,88,80,Frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,4,5ecbe220d068807a5425c4de,,
2020-12-30 19:58:47,2020-12-30 20:06:57,IP Address,62.252.153.18,100,489,True,2020-12-30 20:06:57,R_1KvQy7RMGtrlm7o,,,,,50.8612060546875,-0.1194000244140625,anonymous,EN-GB,"Yes, I consent to participate.",5b77435f13c3580001b63f26,Male,67,In 12 months,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,85,Within the last 2 years,No,61,19,90,Yes,29,,,,No: one is dead,Father,75,70,40,,,,,"No, all four are dead.",Grandmother 1,>90,5,50,Grandmother 2,76,61,4,Grandfather 1,80,20,73,Grandfather 2,Don't know,0,0,Very rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,4,5b77435f13c3580001b63f26,,
2020-12-30 20:00:09,2020-12-30 20:06:57,IP Address,82.69.115.180,100,408,True,2020-12-30 20:06:58,R_6ulrDugoiyqKDXr,,,,,51.5166015625,-0.342498779296875,anonymous,EN-GB,"Yes, I consent to participate.",5e07aa9cb638531138f72587,Male,54,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,66,Within the past year,Yes,65,81,61,Yes,28,,,,No: both are dead,Mother,86,65,70,Father,89,9,83,"No, all four are dead.",Grandmother 1,Don't know,50,0,Grandmother 2,>90,20,3,Grandfather 1,Don't know,50,0,Grandfather 2,Don't know,50,0,Very rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly disagree,Yes,9,5e07aa9cb638531138f72587,,
2020-12-30 20:00:03,2020-12-30 20:07:02,IP Address,86.147.195.192,100,419,True,2020-12-30 20:07:03,R_248XzBA5cUY6paO,,,,,50.89630126953125,-1.046295166015625,anonymous,EN-GB,"Yes, I consent to participate.",5e99b08a24927e000a418025,Female,71,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,76,Within the past year,No,72,56,82,Yes,24,Yes,4,,No: one is dead,Father,82,87,74,,,,,"No, all four are dead.",Grandmother 1,61,55,34,Grandmother 2,70,60,27,Grandfather 1,Rather not say,4,0,Grandfather 2,50,0,0,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,4,5e99b08a24927e000a418025,,
2020-12-30 20:02:07,2020-12-30 20:07:08,IP Address,82.7.199.205,100,301,True,2020-12-30 20:07:09,R_1cZCFnAxeXC2BPb,,,,,51.600006103515625,-0.1667022705078125,anonymous,EN-GB,"Yes, I consent to participate.",5c5436d5d3cc6b0001d96c69,Male,41,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,In 12 months,,,,,,,,,,,,91,Within the last 2 years,Yes,81,66,85,Yes,26,,,,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,<20,68,98,Grandfather 2,35,74,91,Grandmother 1,37,72,98,,,,,Occasionally,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£40,000 - £49,999",5,Strongly agree,Yes,4,5c5436d5d3cc6b0001d96c69,,
2020-12-30 19:58:47,2020-12-30 20:07:23,IP Address,82.15.163.78,100,515,True,2020-12-30 20:07:23,R_3F24Cz5mhGxfD5j,,,,,51.52099609375,-3.203704833984375,anonymous,EN-GB,"Yes, I consent to participate.",5cffb12df6c3fb00157b2f39,Male,66,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,68,Within the last 2 years,No,58,40,85,Yes,33,,,,No: both are dead,Father,73,80,40,Mother,58,60,50,"No, all four are dead.",Grandmother 1,50,30,0,Grandmother 2,Don't know,20,5,Grandfather 1,74,50,0,Grandfather 2,78,20,3,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,4,5cffb12df6c3fb00157b2f39,,
2020-12-30 19:56:39,2020-12-30 20:07:27,IP Address,90.212.57.251,100,647,True,2020-12-30 20:07:27,R_BKdXscdqBVskRup,,,,,52.6322021484375,-0.7003936767578125,anonymous,EN-GB,"Yes, I consent to participate.",5f859da7c823900253085c48,Male,67,In 12 months,In 12 months,Today,,,,In 12 months,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,81,Within the past year,No,70,19,80,Yes,39,,,,No: one is dead,Father,63,10,90,,,,,"No, all four are dead.",Grandmother 1,56,29,31,Grandmother 2,58,51,61,Grandfather 1,46,50,10,Grandfather 2,>90,0,90,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£16,000 - £19,999",3,Strongly agree,No,4,5f859da7c823900253085c48,,
2020-12-30 19:59:57,2020-12-30 20:07:37,IP Address,79.72.157.44,100,460,True,2020-12-30 20:07:38,R_d5WSRCATACUizdf,,,,,51.114898681640625,0.6381988525390625,anonymous,EN-GB,"Yes, I consent to participate.",5e0b3d5dbf3d4e3868abc3ea,Male,49,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,60,Within the past year,No,80,74,9,Yes,31,,,,No: one is dead,Mother,60,51,81,,,,,"No, all four are dead.",Grandmother 1,81,50,9,Grandmother 2,>90,61,62,Grandfather 1,82,50,40,Grandfather 2,72,63,55,Very frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,9,5e0b3d5dbf3d4e3868abc3ea,,
2020-12-30 19:59:09,2020-12-30 20:07:39,IP Address,81.168.20.20,100,510,True,2020-12-30 20:07:40,R_3KMGrARIZz4wNLT,,,,,53.730194091796875,-1.84320068359375,anonymous,EN-GB,"Yes, I consent to participate.",5cc7443b836ddc0016fec706,Male,61,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Within the last 5 years,No,92,100,61,No,,,,30,No: both are dead,Mother,83,0,50,Father,69,100,50,"No, all four are dead.",Grandmother 1,82,0,50,Grandmother 2,25,0,0,Grandfather 1,63,50,0,Grandfather 2,70,50,0,Never,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£40,000 - £49,999",1,Strongly agree,No,10,5cc7443b836ddc0016fec706,,
2020-12-30 20:01:55,2020-12-30 20:07:54,IP Address,90.254.146.49,100,359,True,2020-12-30 20:07:55,R_1BV2g3Ink8pxOkw,,,,,55.949493408203125,-3.19830322265625,anonymous,EN-GB,"Yes, I consent to participate.",5a1bee01a383a100011b6274,Female,59,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,95,Within the last 3 years,No,80,10,70,No,,,,28,No: one is dead,Mother,76,81,65,,,,,"No, all four are dead.",Grandmother 1,79,95,0,Grandmother 2,77,88,0,Grandfather 1,84,94,0,Grandfather 2,78,86,70,Rarely,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£16,000 - £19,999",2,Strongly agree,No,4,5a1bee01a383a100011b6274,,
2020-12-30 19:57:31,2020-12-30 20:07:59,IP Address,109.154.76.147,100,628,True,2020-12-30 20:08:00,R_UcfV5TKq288R745,,,,,53.60400390625,-1.6168975830078125,anonymous,EN-GB,"Yes, I consent to participate.",5ea07fc202b8bd05bb59bc38,Female,72,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Within the last 3 years,No,71,55,98,No,,,,28,No: one is dead,Father,80,19,81,,,,,"No, all four are dead.",Grandmother 1,70,40,29,Grandfather 1,78,60,30,Grandfather 2,70,71,21,Grandmother 2,80,61,71,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,10,5ea07fc202b8bd05bb59bc38,,
2020-12-30 20:01:44,2020-12-30 20:08:20,IP Address,95.149.125.138,100,396,True,2020-12-30 20:08:21,R_3CUE9pg1y9wzitB,,,,,53.8318023681640625,-1.535797119140625,anonymous,EN-GB,"Yes, I consent to participate.",5fb2865916dfd388c5ac2398,Male,40,In 12 months,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,86,Don't know,No,30,10,70,Yes,39,,,,No: one is dead,Mother,39,10,70,,,,,"No, all four are dead.",Grandfather 1,30,50,0,Grandfather 2,65,50,5,Grandmother 1,65,10,65,Grandmother 2,75,50,5,Occasionally,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,4,5fb2865916dfd388c5ac2398,,
2020-12-30 20:01:15,2020-12-30 20:09:06,IP Address,151.231.175.100,100,470,True,2020-12-30 20:09:06,R_Ugrt1NtaoK6y0sp,,,,,52.6696014404296875,0.152496337890625,anonymous,EN-GB,"Yes, I consent to participate.",5c87790e4b0de20001352297,Male,64,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,75,10 years ago or more,No,81,61,90,Yes,34,,,,No: one is dead,Father,53,10,95,,,,,"No, all four are dead.",Grandfather 1,35,71,0,Grandmother 1,65,24,81,Grandfather 2,65,92,86,Grandmother 2,72,19,84,Very rarely,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£60,000 - £74,999",4,Strongly agree,No,10,5c87790e4b0de20001352297,,
2020-12-30 20:01:26,2020-12-30 20:09:18,IP Address,81.107.99.137,100,471,True,2020-12-30 20:09:18,R_12bdnpWbmT6hNqz,,,,,54.67840576171875,-5.9694976806640625,anonymous,EN-GB,"Yes, I consent to participate.",5f01ce19f3984631df5348e4,Male,57,In 12 months,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,20,Within the last 2 years,No,40,11,60,Yes,42,,,,No: both are dead,Mother,54,64,94,Father,55,94,95,"No, all four are dead.",Grandmother 1,>90,24,83,Grandmother 2,>90,7,64,Grandfather 1,82,16,0,Grandfather 2,30,0,0,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,4,5f01ce19f3984631df5348e4,,
2020-12-30 20:02:29,2020-12-30 20:09:28,IP Address,86.165.63.34,100,419,True,2020-12-30 20:09:29,R_1QllnN4gwHQ0N56,,,,,50.1096954345703125,-5.286407470703125,anonymous,EN-GB,"Yes, I consent to participate.",5cfa4ad5cc30ef0001b1ec79,Female,59,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,33,Within the last 3 years,No,29,4,86,Yes,21,Yes,7,,No: one is dead,Father,80,0,98,,,,,"No, all four are dead.",Grandfather 2,70,82,60,Grandmother 2,72,5,62,Grandfather 1,71,51,81,Grandmother 1,73,14,75,Very frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,10,5cfa4ad5cc30ef0001b1ec79,,
2020-12-30 20:04:19,2020-12-30 20:09:38,IP Address,143.159.137.216,100,318,True,2020-12-30 20:09:38,R_pzraIaJtDGeHZJf,,,,,51.4799957275390625,-3.17999267578125,anonymous,EN-GB,"Yes, I consent to participate.",59e611c6d838ae0001850a15,Female,59,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,70,Within the past year,No,71,50,60,Yes,21,Yes,7,,No: one is dead,Father,43,0,100,,,,,"No, all four are dead.",Grandfather 1,45,0,0,Grandfather 2,70,40,0,Grandmother 2,83,10,9,Grandmother 1,90,0,10,Very frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,4,59e611c6d838ae0001850a15,,
2020-12-30 20:02:01,2020-12-30 20:09:38,IP Address,147.147.184.118,100,457,True,2020-12-30 20:09:39,R_3PFUJNvGJeoMzF7,,,,,53.4333038330078125,-3.033294677734375,anonymous,EN-GB,"Yes, I consent to participate.",5ab8d182e1546900019b7195,Female,62,In 12 months,In 12 months,Today,,,,In 12 months,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,91,Within the last 2 years,No,89,75,91,Yes,23,Yes,2,,No: both are dead,Mother,73,10,95,Father,72,46,98,"No, all four are dead.",Grandmother 1,78,37,91,Grandmother 2,77,39,84,Grandfather 1,62,0,62,Grandfather 2,60,41,16,Very rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,10,5ab8d182e1546900019b7195,,
2020-12-30 20:00:07,2020-12-30 20:09:39,IP Address,82.21.154.154,100,571,True,2020-12-30 20:09:39,R_wRcPfP0qVR3eG5P,,,,,51.9044952392578125,-0.198394775390625,anonymous,EN-GB,"Yes, I consent to participate.",5e054293dd997bf92d8d4e40,Male,62,In 12 months,In 12 months,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,66,Don't know,No,71,66,40,Yes,29,,,,No: both are dead,Father,58,76,67,Mother,64,71,68,"No, all four are dead.",Grandfather 1,61,50,0,Grandmother 1,71,50,0,Grandfather 1,64,50,0,Grandmother 2,33,50,0,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,9,5e054293dd997bf92d8d4e40,,
2020-12-30 20:03:25,2020-12-30 20:09:48,IP Address,92.6.13.172,100,383,True,2020-12-30 20:09:48,R_STMPRHp0Gf4JXt7,,,,,52.0625,-1.3428955078125,anonymous,EN-GB,"Yes, I consent to participate.",5ca345b1506fca0016b358bb,Female,59,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,100,Don't know,No,91,15,50,Yes,27,Yes,4,,No: both are dead,Mother,<20,0,61,Father,69,0,89,"No, all four are dead.",Grandfather 1,65,57,61,Grandfather 2,69,0,60,Grandmother 1,>90,0,100,Grandmother 2,>90,0,68,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"Less than £10,000",3,Strongly agree,No,10,5ca345b1506fca0016b358bb,,
2020-12-30 19:57:04,2020-12-30 20:09:48,IP Address,2.97.41.115,100,763,True,2020-12-30 20:09:48,R_3OqSiJwCdbf4bfg,,,,,50.7993927001953125,-2.8538970947265625,anonymous,EN-GB,"Yes, I consent to participate.",590f202eea0e130001039e1f,Female,63,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,91,Within the last 5 years,No,91,67,86,Yes,28,No,,,No: both are dead,Father,77,1,70,Mother,87,61,71,"No, all four are dead.",Grandmother 1,43,9,0,Grandfather 1,48,2,0,Grandfather 2,72,2,1,Grandmother 2,72,70,71,Very frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,4,590f202eea0e130001039e1f,,
2020-12-30 19:52:31,2020-12-30 20:09:55,IP Address,51.9.15.77,100,1043,True,2020-12-30 20:09:55,R_12fmyrntpZumZB9,,,,,51.47320556640625,0.1549072265625,anonymous,EN-GB,"Yes, I consent to participate.",5d1b7ca2ebfae6001a9e4401,Female,58,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,Today,,,,,,,,,,,75,Don't know,No,70,10,95,Yes,23,Yes,2,,No: one is dead,Father,74,80,75,,,,,"No, all four are dead.",Grandmother 1,86,65,95,Grandfather 1,>90,5,90,Grandfather 2,Don't know,0,0,Grandmother 2,>90,5,0,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£60,000 - £74,999",4,Strongly agree,No,4,5d1b7ca2ebfae6001a9e4401,,
2020-12-30 20:06:36,2020-12-30 20:10:17,IP Address,92.233.184.10,100,221,True,2020-12-30 20:10:18,R_2uR4lCE6hrhYmQX,,,,,56.1089019775390625,-3.2563018798828125,anonymous,EN-GB,"Yes, I consent to participate.",5f674b595c87a8334c381ae7,Male,70,In 12 months,In 12 months,Today,,,,In 12 months,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,95,Within the past year,No,60,29,90,Yes,24,,,,I was adopted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f674b595c87a8334c381ae7,,
2020-12-30 20:03:31,2020-12-30 20:10:36,IP Address,143.159.42.29,100,425,True,2020-12-30 20:10:36,R_31TyUtoP3dxg3Rx,,,,,53.64129638671875,-2.6692047119140625,anonymous,EN-GB,"Yes, I consent to participate.",5e48116faeb5332af577312e,Male,71,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Within the last 10 years,No,10,5,80,Yes,29,,,,No: both are dead,Mother,84,60,71,Father,81,15,71,"No, all four are dead.",Grandmother 1,50,0,30,Grandfather 1,80,50,44,Grandmother 2,84,3,40,Grandfather 2,80,19,6,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,9,5e48116faeb5332af577312e,,
2020-12-30 20:03:04,2020-12-30 20:10:53,IP Address,90.203.116.27,100,468,True,2020-12-30 20:10:53,R_3gMLyCWbyUhRyp3,,,,,53.5442047119140625,-1.4304962158203125,anonymous,EN-GB,"Yes, I consent to participate.",5e917b152952914a6d3043c2,Female,68,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Within the past year,No,65,70,76,Yes,20,No,,,No: one is dead,Father,89,24,8,,,,,"No, all four are dead.",Grandmother 1,67,43,65,Grandmother 2,68,50,0,Grandfather 1,62,39,15,Grandfather 2,62,66,0,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,10,5e917b152952914a6d3043c2,,
2020-12-30 20:04:12,2020-12-30 20:10:56,IP Address,78.147.18.230,100,403,True,2020-12-30 20:10:56,R_5pWaYysSlz5lOtr,,,,,50.9141998291015625,-1.38800048828125,anonymous,EN-GB,"Yes, I consent to participate.",5f1068965807420374b9c1ae,Female,59,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,90,Within the last 3 years,No,93,92,93,Yes,24,Yes,5,,No: one is dead,Father,53,7,96,,,,,"No, all four are dead.",Grandmother 2,32,4,0,Grandmother 2,68,3,66,Grandfather 1,79,65,76,Grandfather 2,81,90,88,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,10,5f1068965807420374b9c1ae,,
2020-12-30 19:58:50,2020-12-30 20:10:58,IP Address,151.228.12.216,100,728,True,2020-12-30 20:10:59,R_20SDxpPJ18pqzdh,,,,,54.2964935302734375,-2.7389984130859375,anonymous,EN-GB,"Yes, I consent to participate.",5c7e33aa19b8d40017e6dd80,Male,58,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Within the past year,Yes,69,39,100,Yes,19,,,,No: both are dead,Mother,69,30,91,Father,82,28,58,"No, all four are dead.",Grandmother 1,61,50,8,Grandmother 2,82,38,19,Grandfather 2,30,0,0,Grandfather 2,Don't know,8,0,Very rarely,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£20,000 - £29,999",1,Strongly agree,Yes,4,5c7e33aa19b8d40017e6dd80,,
2020-12-30 20:04:01,2020-12-30 20:11:08,IP Address,147.147.162.54,100,427,True,2020-12-30 20:11:09,R_2q9i3sLF8uo0H3p,,,,,52.2241973876953125,0.131500244140625,anonymous,EN-GB,"Yes, I consent to participate.",5c49b156f5e26d0001479b44,Female,66,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,Today,,In 12 months,85,Within the past year,No,76,70,95,Yes,20,No,,,No: both are dead,Mother,64,73,91,Father,75,97,41,"No, all four are dead.",Grandmother 1,78,81,96,Grandmother 2,>90,50,55,Grandfather 1,68,88,50,Grandfather 2,50,92,0,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,10,5c49b156f5e26d0001479b44,,
2020-12-30 20:07:51,2020-12-30 20:11:23,IP Address,82.7.199.205,100,212,True,2020-12-30 20:11:23,R_25trFe7FJwQtvrl,,,,,51.600006103515625,-0.1667022705078125,anonymous,EN-GB,"Yes, I consent to participate.",5c87984a35584100150cf507,Male,65,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,86,Within the past year,No,84,81,87,Yes,23,,,,No: one is dead,Father,29,74,100,,,,,"No, all four are dead.",Grandmother 1,<20,87,95,Grandmother 2,<20,88,96,Grandfather 1,<20,87,98,Grandfather 2,<20,86,98,Frequently,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,"£40,000 - £49,999",5,Strongly agree,No,4,5c87984a35584100150cf507,,
2020-12-30 20:02:01,2020-12-30 20:11:46,IP Address,86.181.232.100,100,585,True,2020-12-30 20:11:47,R_tVVOIaESgdyefFT,,,,,53.9308013916015625,-0.8152008056640625,anonymous,EN-GB,"Yes, I consent to participate.",58bd73414cdfd90001778323,Male,61,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,94,Within the past year,No,61,63,92,No,,,,24,No: both are dead,Mother,81,77,72,Father,69,61,63,"No, all four are dead.",Grandmother 1,70,81,41,Grandmother 2,70,70,70,Grandfather 1,50,50,0,Grandfather 2,60,19,70,Very rarely,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",2,Strongly agree,No,10,58bd73414cdfd90001778323,,
2020-12-30 20:04:59,2020-12-30 20:12:06,IP Address,86.141.25.177,100,426,True,2020-12-30 20:12:06,R_UXu2wcjeOKnS4Vj,,,,,53.944793701171875,-1.8795013427734375,anonymous,EN-GB,"Yes, I consent to participate.",5ea1e407df1e160c7db497c7,Male,65,In 12 months,Today,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,62,Within the last 2 years,No,50,23,91,Yes,25,,,,No: both are dead,Father,40,23,78,Mother,48,50,68,"No, all four are dead.",Grandmother 1,<20,40,0,Grandmother 2,<20,29,0,Grandfather 1,<20,29,0,Grandfather 2,<20,31,0,Rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£16,000 - £19,999",2,Strongly agree,No,4,5ea1e407df1e160c7db497c7,,
2020-12-30 20:01:44,2020-12-30 20:12:32,IP Address,92.9.175.245,100,647,True,2020-12-30 20:12:33,R_29bJiUnWDFRgXVW,,,,,51.6013031005859375,-0.2635955810546875,anonymous,EN-GB,"Yes, I consent to participate.",5f91788c93fac106f80b8a63,Female,70,In 12 months,Today,,,,,,,,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,84,Within the last 2 years,No,79,95,81,No,,,,30,No: both are dead,Mother,87,25,90,Father,33,36,0,"No, all four are dead.",Grandmother 1,Don't know,0,0,Grandmother 2,90,12,30,Grandfather 1,Don't know,0,0,Grandfather 2,50,39,0,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,4,5f91788c93fac106f80b8a63,,
2020-12-30 20:04:22,2020-12-30 20:12:34,IP Address,82.29.179.170,100,492,True,2020-12-30 20:12:34,R_3NWL38II1ZFR3F3,,,,,53.5081939697265625,-2.264801025390625,anonymous,EN-GB,"Yes, I consent to participate.",5ea97f82f47d1e074f75a5b2,Male,73,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,100,Within the past year,No,19,0,86,No,,,,25,No: both are dead,Mother,43,8,100,Father,85,9,100,"No, all four are dead.",Grandmother 1,84,19,71,Grandfather 1,72,19,81,Grandfather 1,59,80,80,Grandmother 2,40,8,81,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,10,5ea97f82f47d1e074f75a5b2,,
2020-12-30 19:54:53,2020-12-30 20:13:07,IP Address,109.150.248.157,100,1094,True,2020-12-30 20:13:07,R_2duo9VZExuMvNx2,,,,,51.3592987060546875,-2.9232025146484375,anonymous,EN-GB,"Yes, I consent to participate.",5c33ef2c7245b50001243b2c,Male,46,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,In 12 months,,79,Within the last 2 years,No,81,74,84,Yes,33,,,,No: one is dead,Father,26,71,82,,,,,"No, all four are dead.",Grandmother 1,65,29,29,Grandmother 2,85,9,73,Grandfather 1,66,34,31,Grandfather 2,45,34,36,Frequently,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,4,5c33ef2c7245b50001243b2c,,
2020-12-30 20:04:53,2020-12-30 20:13:17,IP Address,84.70.201.225,100,503,True,2020-12-30 20:13:18,R_3CDufglI9coHOAl,,,,,53.4141998291015625,-2.227996826171875,anonymous,EN-GB,"Yes, I consent to participate.",5f0d5e8b03b5db770f95690d,Female,41,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Within the past year,No,64,66,100,Yes,34,Yes,24,,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,75,56,20,Grandmother 1,80,0,50,Grandfather 1,75,18,60,Grandmother 2,75,20,70,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£30,000 - £39,999",4,Strongly agree,No,4,5f0d5e8b03b5db770f95690d,,
